historical_symbol,trade_date,shares_outstanding,resolution_status,source_id,source_family,source_reference,fact_date,available_at,staleness_days,research_use_only
INWK,2015-01-23,,unresolved,,,,,,,1
JWN,2015-01-23,,unresolved,,,,,,,1
MDU,2015-01-23,,unresolved,,,,,,,1
MIC,2015-01-23,,unresolved,,,,,,,1
NATI,2015-01-23,,unresolved,,,,,,,1
NOW,2015-01-23,,unresolved,,,,,,,1
NUAN,2015-01-23,,unresolved,,,,,,,1
P,2015-01-23,,unresolved,,,,,,,1
PLL,2015-01-23,,unresolved,,,,,,,1
PNRA,2015-01-23,,unresolved,,,,,,,1
QLIK,2015-01-23,,unresolved,,,,,,,1
R,2015-01-23,,unresolved,,,,,,,1
ROG,2015-01-23,,unresolved,,,,,,,1
TER,2015-01-23,,unresolved,,,,,,,1
THC,2015-01-23,,unresolved,,,,,,,1
TNGO,2015-01-23,,unresolved,,,,,,,1
TRAK,2015-01-23,,unresolved,,,,,,,1
TXRH,2015-01-23,,unresolved,,,,,,,1
WMB,2015-01-23,,unresolved,,,,,,,1
WTS,2015-01-23,,unresolved,,,,,,,1
ADI,2015-01-26,,unresolved,,,,,,,1
ALNY,2015-01-26,,unresolved,,,,,,,1
AMSG,2015-01-26,,unresolved,,,,,,,1
ATRC,2015-01-26,,unresolved,,,,,,,1
BCR,2015-01-26,,unresolved,,,,,,,1
CGNX,2015-01-26,,unresolved,,,,,,,1
CLD,2015-01-26,,unresolved,,,,,,,1
COLM,2015-01-26,,unresolved,,,,,,,1
CRL,2015-01-26,,unresolved,,,,,,,1
DE,2015-01-26,,unresolved,,,,,,,1
DXCM,2015-01-26,,unresolved,,,,,,,1
EA,2015-01-26,,unresolved,,,,,,,1
F,2015-01-26,,unresolved,,,,,,,1
FLR,2015-01-26,,unresolved,,,,,,,1
GILD,2015-01-26,,unresolved,,,,,,,1
GMCR,2015-01-26,,unresolved,,,,,,,1
GNRC,2015-01-26,,unresolved,,,,,,,1
HBI,2015-01-26,,unresolved,,,,,,,1
IDTI,2015-01-26,,unresolved,,,,,,,1
ILMN,2015-01-26,,unresolved,,,,,,,1
INWK,2015-01-26,,unresolved,,,,,,,1
JWN,2015-01-26,,unresolved,,,,,,,1
MDU,2015-01-26,,unresolved,,,,,,,1
MIC,2015-01-26,,unresolved,,,,,,,1
NATI,2015-01-26,,unresolved,,,,,,,1
NOW,2015-01-26,,unresolved,,,,,,,1
NUAN,2015-01-26,,unresolved,,,,,,,1
P,2015-01-26,,unresolved,,,,,,,1
PLL,2015-01-26,,unresolved,,,,,,,1
PNRA,2015-01-26,,unresolved,,,,,,,1
QLIK,2015-01-26,,unresolved,,,,,,,1
R,2015-01-26,,unresolved,,,,,,,1
ROG,2015-01-26,,unresolved,,,,,,,1
TER,2015-01-26,,unresolved,,,,,,,1
THC,2015-01-26,,unresolved,,,,,,,1
TNGO,2015-01-26,,unresolved,,,,,,,1
TRAK,2015-01-26,,unresolved,,,,,,,1
TXRH,2015-01-26,,unresolved,,,,,,,1
WLL,2015-01-26,,unresolved,,,,,,,1
WMB,2015-01-26,,unresolved,,,,,,,1
WTS,2015-01-26,,unresolved,,,,,,,1
ADI,2015-01-27,,unresolved,,,,,,,1
ALNY,2015-01-27,,unresolved,,,,,,,1
AMSG,2015-01-27,,unresolved,,,,,,,1
ATRC,2015-01-27,,unresolved,,,,,,,1
BCR,2015-01-27,,unresolved,,,,,,,1
CGNX,2015-01-27,,unresolved,,,,,,,1
CLD,2015-01-27,,unresolved,,,,,,,1
COLM,2015-01-27,,unresolved,,,,,,,1
CRL,2015-01-27,,unresolved,,,,,,,1
DE,2015-01-27,,unresolved,,,,,,,1
DGI,2015-01-27,,unresolved,,,,,,,1
DXCM,2015-01-27,,unresolved,,,,,,,1
EA,2015-01-27,,unresolved,,,,,,,1
F,2015-01-27,,unresolved,,,,,,,1
FLR,2015-01-27,,unresolved,,,,,,,1
GILD,2015-01-27,,unresolved,,,,,,,1
GMCR,2015-01-27,,unresolved,,,,,,,1
GNRC,2015-01-27,,unresolved,,,,,,,1
HBI,2015-01-27,,unresolved,,,,,,,1
IDTI,2015-01-27,,unresolved,,,,,,,1
ILMN,2015-01-27,,unresolved,,,,,,,1
INWK,2015-01-27,,unresolved,,,,,,,1
JWN,2015-01-27,,unresolved,,,,,,,1
MDU,2015-01-27,,unresolved,,,,,,,1
MIC,2015-01-27,,unresolved,,,,,,,1
NATI,2015-01-27,,unresolved,,,,,,,1
NOW,2015-01-27,,unresolved,,,,,,,1
NUAN,2015-01-27,,unresolved,,,,,,,1
P,2015-01-27,,unresolved,,,,,,,1
PLL,2015-01-27,,unresolved,,,,,,,1
PNRA,2015-01-27,,unresolved,,,,,,,1
QLIK,2015-01-27,,unresolved,,,,,,,1
R,2015-01-27,,unresolved,,,,,,,1
ROG,2015-01-27,,unresolved,,,,,,,1
TER,2015-01-27,,unresolved,,,,,,,1
THC,2015-01-27,,unresolved,,,,,,,1
TNGO,2015-01-27,,unresolved,,,,,,,1
TRAK,2015-01-27,,unresolved,,,,,,,1
TXRH,2015-01-27,,unresolved,,,,,,,1
WLL,2015-01-27,,unresolved,,,,,,,1
WMB,2015-01-27,,unresolved,,,,,,,1
WTS,2015-01-27,,unresolved,,,,,,,1
ADI,2015-01-28,,unresolved,,,,,,,1
ALNY,2015-01-28,,unresolved,,,,,,,1
AMSG,2015-01-28,,unresolved,,,,,,,1
ATRC,2015-01-28,,unresolved,,,,,,,1
BCR,2015-01-28,,unresolved,,,,,,,1
CGNX,2015-01-28,,unresolved,,,,,,,1
CLD,2015-01-28,,unresolved,,,,,,,1
COLM,2015-01-28,,unresolved,,,,,,,1
CRL,2015-01-28,,unresolved,,,,,,,1
DE,2015-01-28,,unresolved,,,,,,,1
DGI,2015-01-28,,unresolved,,,,,,,1
DXCM,2015-01-28,,unresolved,,,,,,,1
F,2015-01-28,,unresolved,,,,,,,1
FLR,2015-01-28,,unresolved,,,,,,,1
GILD,2015-01-28,,unresolved,,,,,,,1
GMCR,2015-01-28,,unresolved,,,,,,,1
GNRC,2015-01-28,,unresolved,,,,,,,1
HBI,2015-01-28,,unresolved,,,,,,,1
IDTI,2015-01-28,,unresolved,,,,,,,1
INWK,2015-01-28,,unresolved,,,,,,,1
JWN,2015-01-28,,unresolved,,,,,,,1
MDU,2015-01-28,,unresolved,,,,,,,1
MIC,2015-01-28,,unresolved,,,,,,,1
NATI,2015-01-28,,unresolved,,,,,,,1
NOW,2015-01-28,,unresolved,,,,,,,1
NUAN,2015-01-28,,unresolved,,,,,,,1
P,2015-01-28,,unresolved,,,,,,,1
PLL,2015-01-28,,unresolved,,,,,,,1
PNRA,2015-01-28,,unresolved,,,,,,,1
QLIK,2015-01-28,,unresolved,,,,,,,1
R,2015-01-28,,unresolved,,,,,,,1
ROG,2015-01-28,,unresolved,,,,,,,1
TER,2015-01-28,,unresolved,,,,,,,1
THC,2015-01-28,,unresolved,,,,,,,1
TNGO,2015-01-28,,unresolved,,,,,,,1
TRAK,2015-01-28,,unresolved,,,,,,,1
TXRH,2015-01-28,,unresolved,,,,,,,1
WLL,2015-01-28,,unresolved,,,,,,,1
WMB,2015-01-28,,unresolved,,,,,,,1
WTS,2015-01-28,,unresolved,,,,,,,1
ADI,2015-01-29,,unresolved,,,,,,,1
ALNY,2015-01-29,,unresolved,,,,,,,1
AMSG,2015-01-29,,unresolved,,,,,,,1
ATRC,2015-01-29,,unresolved,,,,,,,1
BCR,2015-01-29,,unresolved,,,,,,,1
CGNX,2015-01-29,,unresolved,,,,,,,1
CLD,2015-01-29,,unresolved,,,,,,,1
COLM,2015-01-29,,unresolved,,,,,,,1
CRL,2015-01-29,,unresolved,,,,,,,1
DE,2015-01-29,,unresolved,,,,,,,1
DGI,2015-01-29,,unresolved,,,,,,,1
DXCM,2015-01-29,,unresolved,,,,,,,1
FLR,2015-01-29,,unresolved,,,,,,,1
GILD,2015-01-29,,unresolved,,,,,,,1
GMCR,2015-01-29,,unresolved,,,,,,,1
GNRC,2015-01-29,,unresolved,,,,,,,1
HBI,2015-01-29,,unresolved,,,,,,,1
IDTI,2015-01-29,,unresolved,,,,,,,1
INWK,2015-01-29,,unresolved,,,,,,,1
JWN,2015-01-29,,unresolved,,,,,,,1
MDU,2015-01-29,,unresolved,,,,,,,1
MIC,2015-01-29,,unresolved,,,,,,,1
NATI,2015-01-29,,unresolved,,,,,,,1
NUAN,2015-01-29,,unresolved,,,,,,,1
P,2015-01-29,,unresolved,,,,,,,1
PLL,2015-01-29,,unresolved,,,,,,,1
PNRA,2015-01-29,,unresolved,,,,,,,1
QLIK,2015-01-29,,unresolved,,,,,,,1
R,2015-01-29,,unresolved,,,,,,,1
ROG,2015-01-29,,unresolved,,,,,,,1
THC,2015-01-29,,unresolved,,,,,,,1
TNGO,2015-01-29,,unresolved,,,,,,,1
TRAK,2015-01-29,,unresolved,,,,,,,1
TXRH,2015-01-29,,unresolved,,,,,,,1
WLL,2015-01-29,,unresolved,,,,,,,1
WMB,2015-01-29,,unresolved,,,,,,,1
WTS,2015-01-29,,unresolved,,,,,,,1
ADI,2015-01-30,,unresolved,,,,,,,1
ALNY,2015-01-30,,unresolved,,,,,,,1
AMSG,2015-01-30,,unresolved,,,,,,,1
ATRC,2015-01-30,,unresolved,,,,,,,1
CGNX,2015-01-30,,unresolved,,,,,,,1
CLD,2015-01-30,,unresolved,,,,,,,1
COLM,2015-01-30,,unresolved,,,,,,,1
CRL,2015-01-30,,unresolved,,,,,,,1
DE,2015-01-30,,unresolved,,,,,,,1
DGI,2015-01-30,,unresolved,,,,,,,1
DXCM,2015-01-30,,unresolved,,,,,,,1
FLR,2015-01-30,,unresolved,,,,,,,1
GILD,2015-01-30,,unresolved,,,,,,,1
GMCR,2015-01-30,,unresolved,,,,,,,1
GNRC,2015-01-30,,unresolved,,,,,,,1
IDTI,2015-01-30,,unresolved,,,,,,,1
INWK,2015-01-30,,unresolved,,,,,,,1
JWN,2015-01-30,,unresolved,,,,,,,1
MDU,2015-01-30,,unresolved,,,,,,,1
MIC,2015-01-30,,unresolved,,,,,,,1
NUAN,2015-01-30,,unresolved,,,,,,,1
P,2015-01-30,,unresolved,,,,,,,1
PLL,2015-01-30,,unresolved,,,,,,,1
PNRA,2015-01-30,,unresolved,,,,,,,1
QLIK,2015-01-30,,unresolved,,,,,,,1
R,2015-01-30,,unresolved,,,,,,,1
ROG,2015-01-30,,unresolved,,,,,,,1
THC,2015-01-30,,unresolved,,,,,,,1
TNGO,2015-01-30,,unresolved,,,,,,,1
TRAK,2015-01-30,,unresolved,,,,,,,1
TXRH,2015-01-30,,unresolved,,,,,,,1
VEEV,2015-01-30,,unresolved,,,,,,,1
WLL,2015-01-30,,unresolved,,,,,,,1
WMB,2015-01-30,,unresolved,,,,,,,1
WTS,2015-01-30,,unresolved,,,,,,,1
ADI,2015-02-02,,unresolved,,,,,,,1
ALNY,2015-02-02,,unresolved,,,,,,,1
AMSG,2015-02-02,,unresolved,,,,,,,1
ATRC,2015-02-02,,unresolved,,,,,,,1
CGNX,2015-02-02,,unresolved,,,,,,,1
CLD,2015-02-02,,unresolved,,,,,,,1
COLM,2015-02-02,,unresolved,,,,,,,1
CRL,2015-02-02,,unresolved,,,,,,,1
DE,2015-02-02,,unresolved,,,,,,,1
DGI,2015-02-02,,unresolved,,,,,,,1
DXCM,2015-02-02,,unresolved,,,,,,,1
FLR,2015-02-02,,unresolved,,,,,,,1
GILD,2015-02-02,,unresolved,,,,,,,1
GMCR,2015-02-02,,unresolved,,,,,,,1
GNRC,2015-02-02,,unresolved,,,,,,,1
IDTI,2015-02-02,,unresolved,,,,,,,1
INWK,2015-02-02,,unresolved,,,,,,,1
JWN,2015-02-02,,unresolved,,,,,,,1
MDU,2015-02-02,,unresolved,,,,,,,1
MIC,2015-02-02,,unresolved,,,,,,,1
NUAN,2015-02-02,,unresolved,,,,,,,1
P,2015-02-02,,unresolved,,,,,,,1
PLL,2015-02-02,,unresolved,,,,,,,1
PNRA,2015-02-02,,unresolved,,,,,,,1
QLIK,2015-02-02,,unresolved,,,,,,,1
R,2015-02-02,,unresolved,,,,,,,1
ROG,2015-02-02,,unresolved,,,,,,,1
THC,2015-02-02,,unresolved,,,,,,,1
TNGO,2015-02-02,,unresolved,,,,,,,1
TRAK,2015-02-02,,unresolved,,,,,,,1
TXRH,2015-02-02,,unresolved,,,,,,,1
VEEV,2015-02-02,,unresolved,,,,,,,1
WLL,2015-02-02,,unresolved,,,,,,,1
WMB,2015-02-02,,unresolved,,,,,,,1
WTS,2015-02-02,,unresolved,,,,,,,1
ADI,2015-02-03,,unresolved,,,,,,,1
ALNY,2015-02-03,,unresolved,,,,,,,1
AMSG,2015-02-03,,unresolved,,,,,,,1
ATRC,2015-02-03,,unresolved,,,,,,,1
CGNX,2015-02-03,,unresolved,,,,,,,1
CLD,2015-02-03,,unresolved,,,,,,,1
COLM,2015-02-03,,unresolved,,,,,,,1
CRL,2015-02-03,,unresolved,,,,,,,1
DE,2015-02-03,,unresolved,,,,,,,1
DGI,2015-02-03,,unresolved,,,,,,,1
DXCM,2015-02-03,,unresolved,,,,,,,1
FLR,2015-02-03,,unresolved,,,,,,,1
GILD,2015-02-03,,unresolved,,,,,,,1
GMCR,2015-02-03,,unresolved,,,,,,,1
GNRC,2015-02-03,,unresolved,,,,,,,1
INWK,2015-02-03,,unresolved,,,,,,,1
JWN,2015-02-03,,unresolved,,,,,,,1
MIC,2015-02-03,,unresolved,,,,,,,1
NUAN,2015-02-03,,unresolved,,,,,,,1
P,2015-02-03,,unresolved,,,,,,,1
PLL,2015-02-03,,unresolved,,,,,,,1
PNRA,2015-02-03,,unresolved,,,,,,,1
QLIK,2015-02-03,,unresolved,,,,,,,1
ROG,2015-02-03,,unresolved,,,,,,,1
THC,2015-02-03,,unresolved,,,,,,,1
TNGO,2015-02-03,,unresolved,,,,,,,1
TRAK,2015-02-03,,unresolved,,,,,,,1
TXRH,2015-02-03,,unresolved,,,,,,,1
VEEV,2015-02-03,,unresolved,,,,,,,1
WLL,2015-02-03,,unresolved,,,,,,,1
WMB,2015-02-03,,unresolved,,,,,,,1
WTS,2015-02-03,,unresolved,,,,,,,1
ADI,2015-02-04,,unresolved,,,,,,,1
ALNY,2015-02-04,,unresolved,,,,,,,1
AMSG,2015-02-04,,unresolved,,,,,,,1
ATRC,2015-02-04,,unresolved,,,,,,,1
CGNX,2015-02-04,,unresolved,,,,,,,1
CLD,2015-02-04,,unresolved,,,,,,,1
COLM,2015-02-04,,unresolved,,,,,,,1
CRL,2015-02-04,,unresolved,,,,,,,1
DE,2015-02-04,,unresolved,,,,,,,1
DGI,2015-02-04,,unresolved,,,,,,,1
DXCM,2015-02-04,,unresolved,,,,,,,1
FLR,2015-02-04,,unresolved,,,,,,,1
GMCR,2015-02-04,,unresolved,,,,,,,1
GNRC,2015-02-04,,unresolved,,,,,,,1
INWK,2015-02-04,,unresolved,,,,,,,1
JWN,2015-02-04,,unresolved,,,,,,,1
MIC,2015-02-04,,unresolved,,,,,,,1
NUAN,2015-02-04,,unresolved,,,,,,,1
P,2015-02-04,,unresolved,,,,,,,1
PLL,2015-02-04,,unresolved,,,,,,,1
PNRA,2015-02-04,,unresolved,,,,,,,1
QLIK,2015-02-04,,unresolved,,,,,,,1
ROG,2015-02-04,,unresolved,,,,,,,1
THC,2015-02-04,,unresolved,,,,,,,1
TNGO,2015-02-04,,unresolved,,,,,,,1
TRAK,2015-02-04,,unresolved,,,,,,,1
TXRH,2015-02-04,,unresolved,,,,,,,1
VEEV,2015-02-04,,unresolved,,,,,,,1
WLL,2015-02-04,,unresolved,,,,,,,1
WMB,2015-02-04,,unresolved,,,,,,,1
WTS,2015-02-04,,unresolved,,,,,,,1
ADI,2015-02-05,,unresolved,,,,,,,1
ALNY,2015-02-05,,unresolved,,,,,,,1
AMSG,2015-02-05,,unresolved,,,,,,,1
ATRC,2015-02-05,,unresolved,,,,,,,1
CGNX,2015-02-05,,unresolved,,,,,,,1
CLD,2015-02-05,,unresolved,,,,,,,1
COLM,2015-02-05,,unresolved,,,,,,,1
CRL,2015-02-05,,unresolved,,,,,,,1
DE,2015-02-05,,unresolved,,,,,,,1
DGI,2015-02-05,,unresolved,,,,,,,1
DXCM,2015-02-05,,unresolved,,,,,,,1
FLR,2015-02-05,,unresolved,,,,,,,1
GNRC,2015-02-05,,unresolved,,,,,,,1
INWK,2015-02-05,,unresolved,,,,,,,1
JWN,2015-02-05,,unresolved,,,,,,,1
MIC,2015-02-05,,unresolved,,,,,,,1
NUAN,2015-02-05,,unresolved,,,,,,,1
P,2015-02-05,,unresolved,,,,,,,1
PLL,2015-02-05,,unresolved,,,,,,,1
PNRA,2015-02-05,,unresolved,,,,,,,1
QLIK,2015-02-05,,unresolved,,,,,,,1
ROG,2015-02-05,,unresolved,,,,,,,1
THC,2015-02-05,,unresolved,,,,,,,1
TNGO,2015-02-05,,unresolved,,,,,,,1
TRAK,2015-02-05,,unresolved,,,,,,,1
TXRH,2015-02-05,,unresolved,,,,,,,1
VEEV,2015-02-05,,unresolved,,,,,,,1
WLL,2015-02-05,,unresolved,,,,,,,1
WMB,2015-02-05,,unresolved,,,,,,,1
WTS,2015-02-05,,unresolved,,,,,,,1
ADI,2015-02-06,,unresolved,,,,,,,1
ALNY,2015-02-06,,unresolved,,,,,,,1
AMSG,2015-02-06,,unresolved,,,,,,,1
ATRC,2015-02-06,,unresolved,,,,,,,1
CGNX,2015-02-06,,unresolved,,,,,,,1
CLD,2015-02-06,,unresolved,,,,,,,1
COLM,2015-02-06,,unresolved,,,,,,,1
CRL,2015-02-06,,unresolved,,,,,,,1
DE,2015-02-06,,unresolved,,,,,,,1
DGI,2015-02-06,,unresolved,,,,,,,1
DXCM,2015-02-06,,unresolved,,,,,,,1
FLR,2015-02-06,,unresolved,,,,,,,1
GNRC,2015-02-06,,unresolved,,,,,,,1
INWK,2015-02-06,,unresolved,,,,,,,1
JWN,2015-02-06,,unresolved,,,,,,,1
KOPN,2015-02-06,,unresolved,,,,,,,1
MIC,2015-02-06,,unresolved,,,,,,,1
PAY,2015-02-06,,unresolved,,,,,,,1
PLL,2015-02-06,,unresolved,,,,,,,1
PNRA,2015-02-06,,unresolved,,,,,,,1
QLIK,2015-02-06,,unresolved,,,,,,,1
ROG,2015-02-06,,unresolved,,,,,,,1
THC,2015-02-06,,unresolved,,,,,,,1
TNGO,2015-02-06,,unresolved,,,,,,,1
TRAK,2015-02-06,,unresolved,,,,,,,1
TXRH,2015-02-06,,unresolved,,,,,,,1
VEEV,2015-02-06,,unresolved,,,,,,,1
WLL,2015-02-06,,unresolved,,,,,,,1
WMB,2015-02-06,,unresolved,,,,,,,1
WTS,2015-02-06,,unresolved,,,,,,,1
ADI,2015-02-09,,unresolved,,,,,,,1
ALNY,2015-02-09,,unresolved,,,,,,,1
AMSG,2015-02-09,,unresolved,,,,,,,1
ATRC,2015-02-09,,unresolved,,,,,,,1
CGNX,2015-02-09,,unresolved,,,,,,,1
CLD,2015-02-09,,unresolved,,,,,,,1
COLM,2015-02-09,,unresolved,,,,,,,1
CRL,2015-02-09,,unresolved,,,,,,,1
DE,2015-02-09,,unresolved,,,,,,,1
DGI,2015-02-09,,unresolved,,,,,,,1
DXCM,2015-02-09,,unresolved,,,,,,,1
FLR,2015-02-09,,unresolved,,,,,,,1
GNRC,2015-02-09,,unresolved,,,,,,,1
INWK,2015-02-09,,unresolved,,,,,,,1
JWN,2015-02-09,,unresolved,,,,,,,1
KOPN,2015-02-09,,unresolved,,,,,,,1
MIC,2015-02-09,,unresolved,,,,,,,1
PAY,2015-02-09,,unresolved,,,,,,,1
PLL,2015-02-09,,unresolved,,,,,,,1
PNRA,2015-02-09,,unresolved,,,,,,,1
QLIK,2015-02-09,,unresolved,,,,,,,1
ROG,2015-02-09,,unresolved,,,,,,,1
THC,2015-02-09,,unresolved,,,,,,,1
TNGO,2015-02-09,,unresolved,,,,,,,1
TRAK,2015-02-09,,unresolved,,,,,,,1
TXRH,2015-02-09,,unresolved,,,,,,,1
VEEV,2015-02-09,,unresolved,,,,,,,1
WLL,2015-02-09,,unresolved,,,,,,,1
WMB,2015-02-09,,unresolved,,,,,,,1
WTS,2015-02-09,,unresolved,,,,,,,1
ADI,2015-02-10,,unresolved,,,,,,,1
ALNY,2015-02-10,,unresolved,,,,,,,1
AMSG,2015-02-10,,unresolved,,,,,,,1
ATRC,2015-02-10,,unresolved,,,,,,,1
CGNX,2015-02-10,,unresolved,,,,,,,1
CLD,2015-02-10,,unresolved,,,,,,,1
COLM,2015-02-10,,unresolved,,,,,,,1
CRL,2015-02-10,,unresolved,,,,,,,1
DE,2015-02-10,,unresolved,,,,,,,1
DGI,2015-02-10,,unresolved,,,,,,,1
DXCM,2015-02-10,,unresolved,,,,,,,1
FLR,2015-02-10,,unresolved,,,,,,,1
GNRC,2015-02-10,,unresolved,,,,,,,1
INWK,2015-02-10,,unresolved,,,,,,,1
JWN,2015-02-10,,unresolved,,,,,,,1
KOPN,2015-02-10,,unresolved,,,,,,,1
MIC,2015-02-10,,unresolved,,,,,,,1
PAY,2015-02-10,,unresolved,,,,,,,1
PLL,2015-02-10,,unresolved,,,,,,,1
PNRA,2015-02-10,,unresolved,,,,,,,1
QLIK,2015-02-10,,unresolved,,,,,,,1
ROG,2015-02-10,,unresolved,,,,,,,1
THC,2015-02-10,,unresolved,,,,,,,1
TNGO,2015-02-10,,unresolved,,,,,,,1
TRAK,2015-02-10,,unresolved,,,,,,,1
TXRH,2015-02-10,,unresolved,,,,,,,1
VEEV,2015-02-10,,unresolved,,,,,,,1
WLL,2015-02-10,,unresolved,,,,,,,1
WMB,2015-02-10,,unresolved,,,,,,,1
WTS,2015-02-10,,unresolved,,,,,,,1
ADI,2015-02-11,,unresolved,,,,,,,1
ALNY,2015-02-11,,unresolved,,,,,,,1
AMSG,2015-02-11,,unresolved,,,,,,,1
ATRC,2015-02-11,,unresolved,,,,,,,1
CGNX,2015-02-11,,unresolved,,,,,,,1
CLD,2015-02-11,,unresolved,,,,,,,1
COLM,2015-02-11,,unresolved,,,,,,,1
DE,2015-02-11,,unresolved,,,,,,,1
DGI,2015-02-11,,unresolved,,,,,,,1
DXCM,2015-02-11,,unresolved,,,,,,,1
FLR,2015-02-11,,unresolved,,,,,,,1
INWK,2015-02-11,,unresolved,,,,,,,1
JWN,2015-02-11,,unresolved,,,,,,,1
KOPN,2015-02-11,,unresolved,,,,,,,1
MIC,2015-02-11,,unresolved,,,,,,,1
PAY,2015-02-11,,unresolved,,,,,,,1
PLL,2015-02-11,,unresolved,,,,,,,1
PNRA,2015-02-11,,unresolved,,,,,,,1
QLIK,2015-02-11,,unresolved,,,,,,,1
ROG,2015-02-11,,unresolved,,,,,,,1
THC,2015-02-11,,unresolved,,,,,,,1
TNGO,2015-02-11,,unresolved,,,,,,,1
TRAK,2015-02-11,,unresolved,,,,,,,1
TXRH,2015-02-11,,unresolved,,,,,,,1
VEEV,2015-02-11,,unresolved,,,,,,,1
WLL,2015-02-11,,unresolved,,,,,,,1
WMB,2015-02-11,,unresolved,,,,,,,1
WTS,2015-02-11,,unresolved,,,,,,,1
ADI,2015-02-12,,unresolved,,,,,,,1
ALNY,2015-02-12,,unresolved,,,,,,,1
AMSG,2015-02-12,,unresolved,,,,,,,1
ATRC,2015-02-12,,unresolved,,,,,,,1
CGNX,2015-02-12,,unresolved,,,,,,,1
CLD,2015-02-12,,unresolved,,,,,,,1
COLM,2015-02-12,,unresolved,,,,,,,1
DE,2015-02-12,,unresolved,,,,,,,1
DGI,2015-02-12,,unresolved,,,,,,,1
DXCM,2015-02-12,,unresolved,,,,,,,1
FLR,2015-02-12,,unresolved,,,,,,,1
INWK,2015-02-12,,unresolved,,,,,,,1
JWN,2015-02-12,,unresolved,,,,,,,1
KOPN,2015-02-12,,unresolved,,,,,,,1
MIC,2015-02-12,,unresolved,,,,,,,1
PAY,2015-02-12,,unresolved,,,,,,,1
PLL,2015-02-12,,unresolved,,,,,,,1
QLIK,2015-02-12,,unresolved,,,,,,,1
ROG,2015-02-12,,unresolved,,,,,,,1
THC,2015-02-12,,unresolved,,,,,,,1
TNGO,2015-02-12,,unresolved,,,,,,,1
TRAK,2015-02-12,,unresolved,,,,,,,1
TXRH,2015-02-12,,unresolved,,,,,,,1
VEEV,2015-02-12,,unresolved,,,,,,,1
WLL,2015-02-12,,unresolved,,,,,,,1
WMB,2015-02-12,,unresolved,,,,,,,1
WTS,2015-02-12,,unresolved,,,,,,,1
ADI,2015-02-13,,unresolved,,,,,,,1
AMSG,2015-02-13,,unresolved,,,,,,,1
ATRC,2015-02-13,,unresolved,,,,,,,1
CLD,2015-02-13,,unresolved,,,,,,,1
DE,2015-02-13,,unresolved,,,,,,,1
DGI,2015-02-13,,unresolved,,,,,,,1
DXCM,2015-02-13,,unresolved,,,,,,,1
FLR,2015-02-13,,unresolved,,,,,,,1
JWN,2015-02-13,,unresolved,,,,,,,1
KOPN,2015-02-13,,unresolved,,,,,,,1
MIC,2015-02-13,,unresolved,,,,,,,1
PAY,2015-02-13,,unresolved,,,,,,,1
PLL,2015-02-13,,unresolved,,,,,,,1
ROG,2015-02-13,,unresolved,,,,,,,1
THC,2015-02-13,,unresolved,,,,,,,1
TRAK,2015-02-13,,unresolved,,,,,,,1
TXRH,2015-02-13,,unresolved,,,,,,,1
VEEV,2015-02-13,,unresolved,,,,,,,1
WLL,2015-02-13,,unresolved,,,,,,,1
WMB,2015-02-13,,unresolved,,,,,,,1
WTS,2015-02-13,,unresolved,,,,,,,1
ADI,2015-02-17,,unresolved,,,,,,,1
AMSG,2015-02-17,,unresolved,,,,,,,1
ATRC,2015-02-17,,unresolved,,,,,,,1
CLD,2015-02-17,,unresolved,,,,,,,1
DE,2015-02-17,,unresolved,,,,,,,1
DGI,2015-02-17,,unresolved,,,,,,,1
DXCM,2015-02-17,,unresolved,,,,,,,1
FLR,2015-02-17,,unresolved,,,,,,,1
JWN,2015-02-17,,unresolved,,,,,,,1
KOPN,2015-02-17,,unresolved,,,,,,,1
MIC,2015-02-17,,unresolved,,,,,,,1
PAY,2015-02-17,,unresolved,,,,,,,1
PLL,2015-02-17,,unresolved,,,,,,,1
ROG,2015-02-17,,unresolved,,,,,,,1
THC,2015-02-17,,unresolved,,,,,,,1
TRAK,2015-02-17,,unresolved,,,,,,,1
TXRH,2015-02-17,,unresolved,,,,,,,1
VEEV,2015-02-17,,unresolved,,,,,,,1
WLL,2015-02-17,,unresolved,,,,,,,1
WMB,2015-02-17,,unresolved,,,,,,,1
WTS,2015-02-17,,unresolved,,,,,,,1
AMSG,2015-02-18,,unresolved,,,,,,,1
ATRC,2015-02-18,,unresolved,,,,,,,1
DE,2015-02-18,,unresolved,,,,,,,1
DGI,2015-02-18,,unresolved,,,,,,,1
DXCM,2015-02-18,,unresolved,,,,,,,1
JWN,2015-02-18,,unresolved,,,,,,,1
KOPN,2015-02-18,,unresolved,,,,,,,1
MFRM,2015-02-18,,unresolved,,,,,,,1
MIC,2015-02-18,,unresolved,,,,,,,1
NKE,2015-02-18,,unresolved,,,,,,,1
PAY,2015-02-18,,unresolved,,,,,,,1
PLL,2015-02-18,,unresolved,,,,,,,1
THC,2015-02-18,,unresolved,,,,,,,1
TRAK,2015-02-18,,unresolved,,,,,,,1
TXRH,2015-02-18,,unresolved,,,,,,,1
VEEV,2015-02-18,,unresolved,,,,,,,1
WLL,2015-02-18,,unresolved,,,,,,,1
WMB,2015-02-18,,unresolved,,,,,,,1
AMSG,2015-02-19,,unresolved,,,,,,,1
ATRC,2015-02-19,,unresolved,,,,,,,1
DE,2015-02-19,,unresolved,,,,,,,1
DGI,2015-02-19,,unresolved,,,,,,,1
